Timestamp	Setpoint	Temperature	Error	Sum	ProportionalFactor	IntegralFactor	DerivativeFactor	Control	LastCurrentMeasurement
3518335	2430	2530	100	60100	10000	6010	0	16010	15915
4518335	2430	2530	100	60100	10000	6010	0	16010	15920
5518335	2430	2530	100	60100	10000	6010	0	16010	15919
6518336	2430	2530	100	60100	10000	6010	0	16010	15921
7518336	2430	2530	100	60100	10000	6010	0	16010	15917
8518337	2430	2530	100	60100	10000	6010	0	16010	15919
9518338	2430	2530	100	60100	10000	6010	0	16010	15921
518339	2430	2530	100	60100	10000	6010	0	16010	15919
1518336	2430	2530	100	60100	10000	6010	0	16010	15918
2518335	2430	2530	100	60100	10000	6010	0	16010	15921
3518335	2430	2530	100	60100	10000	6010	0	16010	15917
4518335	2430	2530	100	60100	10000	6010	0	16010	15918
5518335	2430	2530	100	60100	10000	6010	0	16010	15916
6518335	2430	2530	100	60100	10000	6010	0	16010	15913
7518336	2430	2529	99	60100	9900	6010	-1000	14910	15915
8518340	2430	2530	100	60100	10000	6010	1000	17010	15819
9518346	2430	2529	99	60100	9900	6010	0	15910	15818
518346	2430	2529	99	60100	9900	6010	0	15910	15817
1518341	2430	2529	99	60100	9900	6010	0	15910	15819
2518339	2430	2529	99	60100	9900	6010	0	15910	15821
3518337	2430	2529	99	60100	9900	6010	0	15910	15821
4518335	2430	2529	99	60100	9900	6010	0	15910	15820
5518334	2430	2529	99	60100	9900	6010	0	15910	15820
6518333	2430	2529	99	60100	9900	6010	0	15910	15816
7518333	2430	2529	99	60100	9900	6010	0	15910	15816
8518332	2430	2529	99	60100	9900	6010	0	15910	15818
9518332	2430	2529	99	60100	9900	6010	0	15910	15818
518332	2430	2529	99	60100	9900	6010	0	15910	15818
1518327	2430	2529	99	60100	9900	6010	0	15910	15815
2518324	2430	2529	99	60100	9900	6010	0	15910	15818
3518323	2430	2529	99	60100	9900	6010	0	15910	15821
4518321	2430	2529	99	60100	9900	6010	0	15910	15818
5518320	2430	2529	99	60100	9900	6010	0	15910	15818
6518319	2430	2528	98	60100	9800	6010	-1000	14810	16814
7518324	2430	2529	99	60100	9900	6010	1000	16910	14725
8518328	2430	2528	98	60100	9800	6010	0	15810	15717
9518328	2430	2528	98	60100	9800	6010	0	15810	15717
518328	2430	2528	98	60100	9800	6010	0	15810	15714
1518324	2430	2528	98	60100	9800	6010	0	15810	15719
2518321	2430	2528	98	60100	9800	6010	0	15810	15718
3518319	2430	2528	98	60100	9800	6010	0	15810	15720
4518318	2430	2528	98	60100	9800	6010	0	15810	15720
5518317	2430	2528	98	60100	9800	6010	0	15810	15721
6518348	2430	2528	98	60100	9800	6010	0	15810	15719
7518347	2430	2528	98	60100	9800	6010	0	15810	15723
8518347	2430	2528	98	60100	9800	6010	0	15810	15719
9518347	2430	2528	98	60100	9800	6010	0	15810	15723
518347	2430	2528	98	60100	9800	6010	0	15810	15717
1518342	2430	2528	98	60100	9800	6010	0	15810	15716
2518340	2430	2528	98	60100	9800	6010	0	15810	15720
3518338	2430	2528	98	60100	9800	6010	0	15810	15716
4518337	2430	2527	97	60100	9700	6010	-1000	14710	15720
5518341	2430	2528	98	60100	9800	6010	0	15810	15719
6518340	2430	2527	97	60100	9700	6010	-1000	14710	15719
7518344	2430	2527	97	60100	9700	6010	0	15710	14625
8518343	2430	2527	97	60100	9700	6010	0	15710	15619
9518343	2430	2527	97	60100	9700	6010	0	15710	15624
518343	2430	2527	97	60100	9700	6010	0	15710	15618
1518338	2430	2527	97	60100	9700	6010	0	15710	15618
2518336	2430	2527	97	60100	9700	6010	0	15710	15619
3518334	2430	2527	97	60100	9700	6010	0	15710	15619
4518333	2430	2527	97	60100	9700	6010	0	15710	15619
5518332	2430	2527	97	60100	9700	6010	0	15710	15615
6518331	2430	2527	97	60100	9700	6010	0	15710	15615
7518330	2430	2527	97	60100	9700	6010	0	15710	15614
8518330	2430	2527	97	60100	9700	6010	0	15710	15620
9518329	2430	2527	97	60100	9700	6010	0	15710	15618
518329	2430	2527	97	60100	9700	6010	0	15710	15620
1518325	2430	2527	97	60100	9700	6010	0	15710	15618
2518323	2430	2527	97	60100	9700	6010	0	15710	15619
3518321	2430	2527	97	60100	9700	6010	0	15710	15616
4518319	2430	2527	97	60100	9700	6010	0	15710	15621
5518318	2430	2527	97	60100	9700	6010	0	15710	15619
6518318	2430	2527	97	60100	9700	6010	0	15710	15621
7518317	2430	2527	97	60100	9700	6010	0	15710	15616
8518349	2430	2526	96	60100	9600	6010	-1000	14610	16614
9518321	2430	2526	96	60100	9600	6010	0	15610	15517
518321	2430	2527	97	60100	9700	6010	1000	16710	15520
1518322	2430	2526	96	60100	9600	6010	0	15610	15519
2518319	2430	2526	96	60100	9600	6010	0	15610	15519
3518317	2430	2526	96	60100	9600	6010	0	15610	15518
4518348	2430	2526	96	60100	9600	6010	0	15610	15521
5518347	2430	2526	96	60100	9600	6010	0	15610	15523
6518347	2430	2526	96	60100	9600	6010	0	15610	15521
7518346	2430	2526	96	60100	9600	6010	0	15610	15524
8518346	2430	2526	96	60100	9600	6010	0	15610	15519
9518346	2430	2526	96	60100	9600	6010	0	15610	15522
518346	2430	2526	96	60100	9600	6010	0	15610	15523
1518341	2430	2526	96	60100	9600	6010	0	15610	15520
2518339	2430	2526	96	60100	9600	6010	0	15610	15520
3518337	2430	2526	96	60100	9600	6010	0	15610	15518
4518336	2430	2526	96	60100	9600	6010	0	15610	15521
5518335	2430	2526	96	60100	9600	6010	0	15610	15524
6518334	2430	2526	96	60100	9600	6010	0	15610	15517
7518333	2430	2526	96	60100	9600	6010	0	15610	15521
8518333	2430	2526	96	60100	9600	6010	0	15610	15518
9518333	2430	2526	96	60100	9600	6010	1000	16610	15421
518337	2430	2525	95	60100	9500	6010	-1000	14510	15521
1518338	2430	2525	95	60100	9500	6010	0	15510	15423
2518335	2430	2526	96	60100	9600	6010	0	15610	15518
3518333	2430	2525	95	60100	9500	6010	0	15510	15419
4518332	2430	2525	95	60100	9500	6010	0	15510	15425
5518331	2430	2525	95	60100	9500	6010	0	15510	15421
6518330	2430	2525	95	60100	9500	6010	0	15510	15422
7518330	2430	2525	95	60100	9500	6010	0	15510	15420
8518329	2430	2525	95	60100	9500	6010	0	15510	15425
9518329	2430	2525	95	60100	9500	6010	0	15510	15419
518329	2430	2525	95	60100	9500	6010	0	15510	15421
1518324	2430	2525	95	60100	9500	6010	0	15510	15420
2518322	2430	2525	95	60100	9500	6010	0	15510	15421
3518320	2430	2525	95	60100	9500	6010	0	15510	15418
4518319	2430	2525	95	60100	9500	6010	0	15510	15420
5518318	2430	2525	95	60100	9500	6010	0	15510	15421
6518317	2430	2525	95	60100	9500	6010	0	15510	15417
7518348	2430	2525	95	60100	9500	6010	0	15510	15423
8518348	2430	2525	95	60100	9500	6010	0	15510	15421
9518348	2430	2525	95	60100	9500	6010	0	15510	15422
518347	2430	2525	95	60100	9500	6010	0	15510	15420
1518343	2430	2525	95	60100	9500	6010	0	15510	15420
2518340	2430	2525	95	60100	9500	6010	0	15510	15422
3518338	2430	2525	95	60100	9500	6010	0	15510	15422
4518337	2430	2525	95	60100	9500	6010	0	15510	15421
5518336	2430	2525	95	60100	9500	6010	1000	16510	14324
6518340	2430	2525	95	60100	9500	6010	1000	16510	15320
7518344	2430	2525	95	60100	9500	6010	1000	16510	14325
8518348	2430	2524	94	60100	9400	6010	0	15410	15324
9518348	2430	2524	94	60100	9400	6010	0	15410	15323
518348	2430	2524	94	60100	9400	6010	0	15410	15325
1518344	2430	2524	94	60100	9400	6010	0	15410	15323
2518341	2430	2524	94	60100	9400	6010	0	15410	15325
3518339	2430	2524	94	60100	9400	6010	0	15410	15319
4518338	2430	2524	94	60100	9400	6010	0	15410	15320
5518337	2430	2524	94	60100	9400	6010	0	15410	15320
6518336	2430	2524	94	60100	9400	6010	0	15410	15322
7518336	2430	2524	94	60100	9400	6010	0	15410	15319
8518335	2430	2524	94	60100	9400	6010	0	15410	15319
9518335	2430	2524	94	60100	9400	6010	0	15410	15321
518335	2430	2524	94	60100	9400	6010	0	15410	15322
1518331	2430	2524	94	60100	9400	6010	0	15410	15320
2518328	2430	2524	94	60100	9400	6010	0	15410	15323
3518326	2430	2524	94	60100	9400	6010	0	15410	15320
4518325	2430	2524	94	60100	9400	6010	0	15410	15318
5518324	2430	2524	94	60100	9400	6010	0	15410	15320
6518323	2430	2524	94	60100	9400	6010	0	15410	15318
7518322	2430	2524	94	60100	9400	6010	0	15410	15323
8518322	2430	2524	94	60100	9400	6010	0	15410	15325
9518321	2430	2524	94	60100	9400	6010	0	15410	15324
518321	2430	2524	94	60100	9400	6010	0	15410	15318
1518317	2430	2524	94	60100	9400	6010	0	15410	15325
2518347	2430	2524	94	60100	9400	6010	0	15410	15320
3518345	2430	2523	93	60100	9300	6010	-1000	14310	16317
4518348	2430	2523	93	60100	9300	6010	-1000	14310	15319
5518320	2430	2524	94	60100	9400	6010	1000	16410	15221
6518324	2430	2523	93	60100	9300	6010	0	15310	15225
7518323	2430	2523	93	60100	9300	6010	0	15310	15227
8518323	2430	2523	93	60100	9300	6010	0	15310	15222
9518323	2430	2523	93	60100	9300	6010	0	15310	15222
518322	2430	2523	93	60100	9300	6010	0	15310	15221
1518318	2430	2523	93	60100	9300	6010	0	15310	15219
2518348	2430	2523	93	60100	9300	6010	0	15310	15221
3518346	2430	2523	93	60100	9300	6010	0	15310	15223
4518344	2430	2523	93	60100	9300	6010	0	15310	15220
5518343	2430	2523	93	60100	9300	6010	0	15310	15222
6518342	2430	2523	93	60100	9300	6010	0	15310	15219
7518342	2430	2523	93	60100	9300	6010	0	15310	15222
8518341	2430	2523	93	60100	9300	6010	0	15310	15221
9518341	2430	2523	93	60100	9300	6010	0	15310	15224
518341	2430	2523	93	60100	9300	6010	0	15310	15220
1518337	2430	2523	93	60100	9300	6010	0	15310	15222
2518334	2430	2523	93	60100	9300	6010	0	15310	15221
3518332	2430	2523	93	60100	9300	6010	0	15310	15222
4518331	2430	2523	93	60100	9300	6010	0	15310	15219
5518330	2430	2523	93	60100	9300	6010	0	15310	15226
6518329	2430	2523	93	60100	9300	6010	0	15310	15224
7518329	2430	2523	93	60100	9300	6010	0	15310	15223
8518328	2430	2523	93	60100	9300	6010	0	15310	15221
9518328	2430	2523	93	60100	9300	6010	0	15310	15218
518327	2430	2523	93	60100	9300	6010	0	15310	15222
1518323	2430	2523	93	60100	9300	6010	0	15310	15223
2518321	2430	2523	93	60100	9300	6010	1000	16310	14129
3518323	2430	2522	92	60100	9200	6010	0	15210	14128
4518322	2430	2522	92	60100	9200	6010	0	15210	15121
5518321	2430	2522	92	60100	9200	6010	0	15210	15119
6518320	2430	2522	92	60100	9200	6010	0	15210	14129
7518320	2430	2522	92	60100	9200	6010	0	15210	15121
8518319	2430	2522	92	60100	9200	6010	0	15210	15120
9518319	2430	2522	92	60100	9200	6010	0	15210	15121
518319	2430	2522	92	60100	9200	6010	0	15210	15125
1518347	2430	2522	92	60100	9200	6010	0	15210	15124
2518344	2430	2522	92	60100	9200	6010	0	15210	15123
3518342	2430	2522	92	60100	9200	6010	0	15210	15122
4518341	2430	2522	92	60100	9200	6010	0	15210	15123
5518340	2430	2522	92	60100	9200	6010	0	15210	15121
6518339	2430	2522	92	60100	9200	6010	0	15210	15121
7518339	2430	2522	92	60100	9200	6010	0	15210	15117
8518338	2430	2522	92	60100	9200	6010	0	15210	15125
9518338	2430	2522	92	60100	9200	6010	0	15210	15122
518337	2430	2522	92	60100	9200	6010	0	15210	15122
1518333	2430	2522	92	60100	9200	6010	0	15210	15119
2518331	2430	2522	92	60100	9200	6010	0	15210	15123
3518329	2430	2522	92	60100	9200	6010	0	15210	15122
4518327	2430	2522	92	60100	9200	6010	0	15210	15123
5518326	2430	2522	92	60100	9200	6010	0	15210	15124
6518326	2430	2522	92	60100	9200	6010	0	15210	15120
7518325	2430	2522	92	60100	9200	6010	0	15210	15121
8518325	2430	2522	92	60100	9200	6010	0	15210	15121
9518324	2430	2522	92	60100	9200	6010	0	15210	15121
518324	2430	2522	92	60100	9200	6010	0	15210	15122
1518320	2430	2522	92	60100	9200	6010	0	15210	15118
2518318	2430	2522	92	60100	9200	6010	0	15210	15123
3518348	2430	2522	92	60100	9200	6010	0	15210	15122
4518346	2430	2522	92	60100	9200	6010	0	15210	16115
5518346	2430	2521	91	60100	9100	6010	-1000	14110	16122
6518318	2430	2522	92	60100	9200	6010	0	15210	16117
7518317	2430	2521	91	60100	9100	6010	0	15110	15026
8518317	2430	2521	91	60100	9100	6010	0	15110	15021
9518349	2430	2521	91	60100	9100	6010	0	15110	15023
518348	2430	2521	91	60100	9100	6010	0	15110	15025
1518344	2430	2521	91	60100	9100	6010	0	15110	15025
2518341	2430	2521	91	60100	9100	6010	0	15110	15021
3518339	2430	2521	91	60100	9100	6010	0	15110	15026
4518338	2430	2521	91	60100	9100	6010	0	15110	15024
5518337	2430	2521	91	60100	9100	6010	0	15110	15025
6518336	2430	2521	91	60100	9100	6010	0	15110	15023
7518335	2430	2521	91	60100	9100	6010	0	15110	15024
8518335	2430	2521	91	60100	9100	6010	0	15110	15023
9518334	2430	2521	91	60100	9100	6010	0	15110	15021
518334	2430	2521	91	60100	9100	6010	0	15110	15022
1518330	2430	2521	91	60100	9100	6010	0	15110	15025
2518327	2430	2521	91	60100	9100	6010	0	15110	15022
3518325	2430	2521	91	60100	9100	6010	0	15110	15025
4518324	2430	2521	91	60100	9100	6010	0	15110	15023
5518323	2430	2521	91	60100	9100	6010	0	15110	15025
6518322	2430	2521	91	60100	9100	6010	0	15110	15020
7518321	2430	2521	91	60100	9100	6010	0	15110	15018
8518321	2430	2521	91	60100	9100	6010	0	15110	15026
9518321	2430	2521	91	60100	9100	6010	0	15110	15023
518321	2430	2521	91	60100	9100	6010	0	15110	15025
1518349	2430	2521	91	60100	9100	6010	0	15110	15025
2518346	2430	2521	91	60100	9100	6010	0	15110	15021
3518344	2430	2521	91	60100	9100	6010	0	15110	15025
4518343	2430	2521	91	60100	9100	6010	0	15110	15024
5518341	2430	2521	91	60100	9100	6010	0	15110	15021
6518341	2430	2521	91	60100	9100	6010	0	15110	15018
7518340	2430	2521	91	60100	9100	6010	0	15110	15023
8518339	2430	2521	91	60100	9100	6010	1000	16110	13933
9518344	2430	2521	91	60100	9100	6010	0	15110	15024
518344	2430	2520	90	60100	9000	6010	-1000	14010	16019
1518344	2430	2521	91	60100	9100	6010	1000	16110	14926
2518346	2430	2520	90	60100	9000	6010	0	15010	14925
3518344	2430	2520	90	60100	9000	6010	0	15010	14922
4518343	2430	2520	90	60100	9000	6010	0	15010	14925
5518342	2430	2520	90	60100	9000	6010	0	15010	14925
6518341	2430	2520	90	60100	9000	6010	0	15010	14923
7518341	2430	2520	90	60100	9000	6010	0	15010	14924
8518340	2430	2520	90	60100	9000	6010	0	15010	14924
9518340	2430	2520	90	60100	9000	6010	0	15010	14923
518340	2430	2520	90	60100	9000	6010	0	15010	14922
1518336	2430	2520	90	60100	9000	6010	0	15010	14923
2518333	2430	2520	90	60100	9000	6010	0	15010	14921
3518332	2430	2520	90	60100	9000	6010	0	15010	14923
4518330	2430	2520	90	60100	9000	6010	0	15010	14925
5518329	2430	2520	90	60100	9000	6010	0	15010	14921
6518328	2430	2520	90	60100	9000	6010	0	15010	14921
7518328	2430	2520	90	60100	9000	6010	0	15010	14926
8518327	2430	2520	90	60100	9000	6010	0	15010	14926
9518327	2430	2520	90	60100	9000	6010	0	15010	14921
518327	2430	2520	90	60100	9000	6010	0	15010	14923
1518322	2430	2520	90	60100	9000	6010	0	15010	14922
2518320	2430	2520	90	60100	9000	6010	0	15010	14923
3518318	2430	2520	90	60100	9000	6010	0	15010	14923
4518349	2430	2520	90	60100	9000	6010	0	15010	14925
5518348	2430	2520	90	60100	9000	6010	0	15010	14922
6518347	2430	2520	90	60100	9000	6010	0	15010	14925
7518347	2430	2520	90	60100	9000	6010	0	15010	14924
8518346	2430	2520	90	60100	9000	6010	0	15010	14921
9518346	2430	2520	90	60100	9000	6010	0	15010	14924
518346	2430	2520	90	60100	9000	6010	0	15010	14922
1518342	2430	2520	90	60100	9000	6010	0	15010	14927
2518339	2430	2520	90	60100	9000	6010	0	15010	14924
3518337	2430	2520	90	60100	9000	6010	0	15010	14926
4518336	2430	2520	90	60100	9000	6010	0	15010	15917
5518335	2430	2520	90	60100	9000	6010	0	15010	14925
6518334	2430	2520	90	60100	9000	6010	0	15010	14923
7518334	2430	2520	90	60100	9000	6010	0	15010	14923
8518333	2430	2520	90	60100	9000	6010	1000	16010	14827
9518338	2430	2519	89	60100	8900	6010	-1000	13910	14924
518342	2430	2519	89	60100	8900	6010	0	14910	14825
1518338	2430	2519	89	60100	8900	6010	0	14910	14822
2518336	2430	2519	89	60100	8900	6010	0	14910	14823
3518334	2430	2519	89	60100	8900	6010	0	14910	14823
4518332	2430	2519	89	60100	8900	6010	0	14910	14822
5518331	2430	2519	89	60100	8900	6010	0	14910	14824
6518330	2430	2519	89	60100	8900	6010	0	14910	14826
7518330	2430	2519	89	60100	8900	6010	0	14910	14825
8518329	2430	2519	89	60100	8900	6010	0	14910	14827
9518329	2430	2519	89	60100	8900	6010	0	14910	14826
518329	2430	2519	89	60100	8900	6010	0	14910	14825
1518325	2430	2519	89	60100	8900	6010	0	14910	14820
2518322	2430	2519	89	60100	8900	6010	0	14910	14824
3518320	2430	2519	89	60100	8900	6010	0	14910	14825
4518319	2430	2519	89	60100	8900	6010	0	14910	14824
5518318	2430	2519	89	60100	8900	6010	0	14910	14824
6518317	2430	2519	89	60100	8900	6010	0	14910	14821
7518317	2430	2519	89	60100	8900	6010	0	14910	14824
8518348	2430	2519	89	60100	8900	6010	0	14910	14825
9518348	2430	2519	89	60100	8900	6010	0	14910	14824
518348	2430	2519	89	60100	8900	6010	0	14910	14823
1518344	2430	2519	89	60100	8900	6010	0	14910	14823
2518341	2430	2519	89	60100	8900	6010	0	14910	14822
3518339	2430	2519	89	60100	8900	6010	0	14910	14823
4518338	2430	2519	89	60100	8900	6010	0	14910	14825
5518337	2430	2519	89	60100	8900	6010	0	14910	14823
6518336	2430	2519	89	60100	8900	6010	0	14910	14823
7518335	2430	2519	89	60100	8900	6010	0	14910	14823
8518335	2430	2519	89	60100	8900	6010	0	14910	14824
9518335	2430	2519	89	60100	8900	6010	0	14910	14823
518334	2430	2519	89	60100	8900	6010	0	14910	14822
1518330	2430	2519	89	60100	8900	6010	0	14910	14824
2518328	2430	2519	89	60100	8900	6010	0	14910	14819
3518326	2430	2519	89	60100	8900	6010	0	14910	14824
4518324	2430	2519	89	60100	8900	6010	0	14910	14822
5518323	2430	2519	89	60100	8900	6010	0	14910	14824
6518323	2430	2519	89	60100	8900	6010	0	14910	14823
7518322	2430	2519	89	60100	8900	6010	0	14910	14822
8518322	2430	2518	88	60100	8800	6010	0	14810	13727
9518322	2430	2519	89	60100	8900	6010	0	14910	15819
518321	2430	2518	88	60100	8800	6010	-1000	13810	15818
1518322	2430	2519	89	60100	8900	6010	1000	15910	13728
2518324	2430	2519	89	60100	8900	6010	0	14910	15818
3518322	2430	2518	88	60100	8800	6010	-1000	13810	15818
4518325	2430	2518	88	60100	8800	6010	0	14810	14726
5518325	2430	2518	88	60100	8800	6010	0	14810	14723
6518324	2430	2518	88	60100	8800	6010	-1000	13810	15818
7518328	2430	2518	88	60100	8800	6010	0	14810	14724
8518328	2430	2518	88	60100	8800	6010	0	14810	14725
9518328	2430	2518	88	60100	8800	6010	0	14810	14723
518328	2430	2518	88	60100	8800	6010	0	14810	14727
1518324	2430	2518	88	60100	8800	6010	0	14810	14727
2518321	2430	2518	88	60100	8800	6010	0	14810	14726
3518319	2430	2518	88	60100	8800	6010	0	14810	14724
4518318	2430	2518	88	60100	8800	6010	0	14810	14725
5518317	2430	2518	88	60100	8800	6010	0	14810	14725
6518348	2430	2518	88	60100	8800	6010	0	14810	14727
7518348	2430	2518	88	60100	8800	6010	0	14810	14727
8518347	2430	2518	88	60100	8800	6010	0	14810	14722
9518347	2430	2518	88	60100	8800	6010	0	14810	14728
518347	2430	2518	88	60100	8800	6010	0	14810	14726
1518343	2430	2518	88	60100	8800	6010	0	14810	14723
2518340	2430	2518	88	60100	8800	6010	0	14810	14724
3518338	2430	2518	88	60100	8800	6010	0	14810	14723
4518337	2430	2518	88	60100	8800	6010	0	14810	14724
5518336	2430	2518	88	60100	8800	6010	0	14810	14728
6518335	2430	2518	88	60100	8800	6010	0	14810	14725
7518335	2430	2518	88	60100	8800	6010	0	14810	14726
8518334	2430	2518	88	60100	8800	6010	0	14810	14721
9518334	2430	2518	88	60100	8800	6010	0	14810	14723
518334	2430	2518	88	60100	8800	6010	0	14810	14721
1518329	2430	2518	88	60100	8800	6010	0	14810	14728
2518327	2430	2518	88	60100	8800	6010	0	14810	14726
3518325	2430	2518	88	60100	8800	6010	0	14810	14725
4518324	2430	2518	88	60100	8800	6010	0	14810	14721
5518323	2430	2518	88	60100	8800	6010	0	14810	14725
6518322	2430	2518	88	60100	8800	6010	0	14810	14726
7518322	2430	2518	88	60100	8800	6010	0	14810	14725
8518321	2430	2518	88	60100	8800	6010	0	14810	14723
9518321	2430	2518	88	60100	8800	6010	0	14810	14726
518321	2430	2518	88	60100	8800	6010	0	14810	14729
1518317	2430	2518	88	60100	8800	6010	0	14810	14726
2518347	2430	2518	88	60100	8800	6010	0	14810	14723
3518345	2430	2518	88	60100	8800	6010	0	14810	14722
4518343	2430	2518	88	60100	8800	6010	1000	15810	13628
5518347	2430	2517	87	60100	8700	6010	-1000	13710	14722
6518319	2430	2518	88	60100	8800	6010	0	14810	14726
7518319	2430	2518	88	60100	8800	6010	0	14810	14723
8518318	2430	2518	88	60100	8800	6010	0	14810	14725
9518318	2430	2518	88	60100	8800	6010	0	14810	14724
518318	2430	2518	88	60100	8800	6010	0	14810	14722
1518346	2430	2517	87	60100	8700	6010	-1000	13710	15720
2518348	2430	2517	87	60100	8700	6010	-1000	13710	15720
3518319	2430	2517	87	60100	8700	6010	0	14710	14620
4518318	2430	2517	87	60100	8700	6010	0	14710	14624
5518349	2430	2517	87	60100	8700	6010	-1000	13710	14727
6518321	2430	2517	87	60100	8700	6010	0	14710	14623
7518320	2430	2517	87	60100	8700	6010	0	14710	14624
8518320	2430	2517	87	60100	8700	6010	0	14710	14627
9518319	2430	2517	87	60100	8700	6010	0	14710	14622
518319	2430	2517	87	60100	8700	6010	0	14710	14626
1518347	2430	2517	87	60100	8700	6010	0	14710	14622
2518344	2430	2517	87	60100	8700	6010	0	14710	14624
3518342	2430	2517	87	60100	8700	6010	0	14710	14621
4518341	2430	2517	87	60100	8700	6010	0	14710	14628
5518340	2430	2517	87	60100	8700	6010	0	14710	14625
6518339	2430	2517	87	60100	8700	6010	0	14710	14623
7518339	2430	2517	87	60100	8700	6010	0	14710	14624
8518338	2430	2517	87	60100	8700	6010	0	14710	14625
9518338	2430	2517	87	60100	8700	6010	0	14710	14625
518338	2430	2517	87	60100	8700	6010	0	14710	14625
1518334	2430	2517	87	60100	8700	6010	0	14710	14625
2518331	2430	2517	87	60100	8700	6010	0	14710	14626
3518329	2430	2517	87	60100	8700	6010	0	14710	14628
4518328	2430	2517	87	60100	8700	6010	0	14710	14627
5518327	2430	2517	87	60100	8700	6010	0	14710	14624
6518326	2430	2517	87	60100	8700	6010	0	14710	14626
7518325	2430	2517	87	60100	8700	6010	0	14710	14626
8518325	2430	2517	87	60100	8700	6010	0	14710	14627
9518325	2430	2517	87	60100	8700	6010	0	14710	14628
518324	2430	2517	87	60100	8700	6010	0	14710	14626
1518320	2430	2517	87	60100	8700	6010	0	14710	14624
2518317	2430	2517	87	60100	8700	6010	0	14710	14624
3518347	2430	2517	87	60100	8700	6010	0	14710	14625
4518346	2430	2517	87	60100	8700	6010	0	14710	14626
5518345	2430	2517	87	60100	8700	6010	0	14710	14623
6518344	2430	2517	87	60100	8700	6010	0	14710	14629
7518344	2430	2517	87	60100	8700	6010	0	14710	14624
8518343	2430	2517	87	60100	8700	6010	0	14710	14621
9518343	2430	2517	87	60100	8700	6010	0	14710	14623
518343	2430	2517	87	60100	8700	6010	0	14710	14622
1518339	2430	2517	87	60100	8700	6010	0	14710	14625
2518336	2430	2517	87	60100	8700	6010	0	14710	14624
3518334	2430	2517	87	60100	8700	6010	0	14710	14624
4518333	2430	2517	87	60100	8700	6010	0	14710	14624
5518332	2430	2517	87	60100	8700	6010	0	14710	14626
6518331	2430	2517	87	60100	8700	6010	0	14710	14625
7518331	2430	2517	87	60100	8700	6010	0	14710	14628
8518330	2430	2517	87	60100	8700	6010	0	14710	14625
9518330	2430	2517	87	60100	8700	6010	0	14710	14626
518330	2430	2517	87	60100	8700	6010	0	14710	14625
1518326	2430	2517	87	60100	8700	6010	0	14710	14626
2518323	2430	2516	86	60100	8600	6010	0	14610	13528
3518321	2430	2517	87	60100	8700	6010	1000	15710	13531
4518324	2430	2516	86	60100	8600	6010	0	14610	13529
5518323	2430	2516	86	60100	8600	6010	-1000	13610	14628
6518327	2430	2516	86	60100	8600	6010	-1000	13610	15618
